Sensor	Abundance	Log10u	sigma
mutant1064	0.000725680685326	-1.37459706687	0.241676371157
mutant1065	0.000674686678948	-1.10121641742	0.165365740757
mutant1066	0.000355192986994	-0.705283584621	0.0864595846031
mutant1067	0.000890476360849	0.487918473054	0.0940597785777
mutant1068	0.000596577762558	0.826204689775	0.195661137358
mutant1069	0.000872808709875	0.300165357298	0.0688802962938
mutant107	0.000337681496422	-0.66844628491	0.328052674988
mutant1070	0.000400964463182	0.599808927431	0.322200168468
mutant1071	0.000719809688576	-1.43722191347	0.0986333128503
mutant1072	0.00104977114953	0.19504445534	0.30510120429
mutant1073	0.00103929831682	-1.28227525087	0.390369896572
mutant1074	0.000574483698739	-0.344797913917	0.35717714033
mutant1075	0.00115221176686	0.523281094888	0.340949372672
mutant1076	0.000997397666621	-0.189235856596	0.2066536916
mutant1077	0.000590948132671	-1.1809754679	0.303353576623
mutant1078	0.000929290676472	-0.621529023605	0.246542567984
mutant1079	0.000495477785119	-0.88366399734	0.163603898627
mutant108	0.000691536590631	-0.974572673833	0.257483919505
mutant1080	0.00106181371285	-0.322156614391	0.384612391506
mutant1081	0.00100035243122	-0.69712302037	0.252324739303
mutant1082	0.000547264874565	-0.935419220858	0.157150648401
mutant1083	0.000928470307998	0.2724993956	0.381366166992
mutant1084	0.00105016355071	-0.865923202824	0.0696961219273
mutant1085	0.00107041137955	-0.95769858249	0.223928462968
mutant1086	0.00111363751598	-0.851768629562	0.194041393377
mutant1087	0.000557952743736	-0.502648101767	0.158128553064
mutant1088	0.000744214215998	-0.00568002340905	0.104765541949
mutant1089	0.00088692992651	0.444326391289	0.334352552639
mutant109	0.000267621299115	-1.23280140991	0.1623470509
mutant1090	0.000241540167108	-0.470222144386	0.394007963227
mutant1091	0.000869517764943	-1.3653463899	0.3657098072
mutant1092	0.000454039627305	-0.529966865559	0.0766104444589
mutant1093	0.000670307061664	0.521170731782	0.374346545916
mutant1094	0.000221384644394	-0.460347062204	0.2524074575
mutant1095	0.000372063246884	0.120101967873	0.174830667114
mutant1096	0.000195289981344	0.837164009555	0.352778457357
mutant1097	0.000396228230966	0.202739401864	0.0674452743134
mutant1098	0.000719726172815	-0.440950821012	0.379243475926
mutant1099	0.000230454820042	-1.06138845003	0.217854005762
mutant11	0.000542891096437	-0.512292371685	0.331796873299
mutant110	0.000840680726893	-1.45162469801	0.368918198373
mutant1100	0.000986945466465	0.606028434097	0.232931375019
mutant1101	0.000603888949073	0.713282448111	0.161341588832
mutant1102	0.00071635242663	-0.81480520165	0.281608486553
mutant1103	0.000719353739045	-0.410159333969	0.162878912545
mutant1104	0.000630486735459	-0.016758593876	0.107163862364
mutant1105	0.000490104850117	0.698214301159	0.129478960679
mutant1106	0.000411045469278	0.094713068672	0.304222965711
mutant1107	0.000999180449369	-0.444995997955	0.225940511083
mutant1108	0.00109429814865	-0.392660649284	0.161087549869
mutant1109	0.000559757880893	-1.16231609091	0.206737951522
mutant111	0.000708705165679	-0.464115155993	0.140991067039
mutant1110	0.000712757463542	-0.632921156522	0.173870647447
mutant1111	0.000707893287468	-0.500833331568	0.317988964133
mutant1112	0.0011222007372	-0.0837273265728	0.158886077142
mutant1113	0.000433701490376	-1.31039224617	0.114186177463
mutant1114	0.000618132963834	-0.528093788196	0.153276976087
mutant1115	0.000847851392108	0.80609122623	0.305960963726
mutant1116	0.000309782127523	0.187531510253	0.109119062206
mutant1117	0.000399795267698	-0.498186540851	0.324201749525
mutant1118	0.000665802571141	-1.08052098979	0.285730440607
mutant1119	0.000631147527049	-1.07515643854	0.142887600989
mutant112	0.000761612001871	0.493329147345	0.288265862324
mutant1120	0.000523796050413	-0.0364731088138	0.344859469669
mutant1121	0.000608123242492	-0.690906605412	0.0511292194566
mutant1122	0.000386269528927	-1.07756120354	0.185320358886
mutant1123	0.000270665790237	-1.24372943476	0.333695054993
mutant1124	0.000746374898361	0.66870039798	0.131896401927
mutant1125	0.000314147573179	-0.165920769726	0.346864554946
mutant1126	0.000864063312238	0.782237560242	0.0593514348211
mutant1127	0.000340521571528	0.74323945514	0.185789765489
mutant1128	0.00100597359923	0.661600204546	0.105551212446
mutant1129	0.00112848727689	-0.682605786317	0.0710670711064
mutant113	0.000545383766654	0.209100784638	0.262760093682
mutant1130	0.000433618995791	0.123649066143	0.314216452192
mutant1131	0.000419798921942	-0.51921444943	0.30489297628
mutant1132	0.000323550360207	0.00731159502583	0.17456369109
mutant1133	0.000804448238651	-0.2285265393	0.337733909143
mutant1134	0.000490272985314	-0.993266110957	0.323820295422
mutant1135	0.000734212394777	0.691534989294	0.350856230589
mutant1136	0.000541239016852	-0.469768435554	0.327452676981
mutant1137	0.000773803935886	0.754460045972	0.307996558237
mutant1138	0.000909815377767	0.543195990004	0.394257957819
mutant1139	0.000726464312877	-1.39920467092	0.397638287192
mutant114	0.00112127104741	-1.23721645589	0.349659118329
mutant1140	0.000441898081014	-0.397594563517	0.077254957678
mutant1141	0.000926593298089	0.631197162977	0.0974126805986
mutant1142	0.000430279315733	-0.154544146461	0.172480414467
mutant1143	0.000826820787481	-0.229870448926	0.342410403886
mutant1144	0.000654350924626	-1.43595822467	0.122625815066
mutant1145	0.00061501167984	-0.477353105179	0.352410284369
mutant1146	0.000877502126445	-1.30074689736	0.119559167532
mutant1147	0.00112406612144	-0.580852494921	0.139253021835
mutant1148	0.000990142633005	-1.23270858933	0.315164622779
mutant1149	0.000999420049528	-1.25140096531	0.349014140234
mutant115	0.000882108385224	-0.423530658088	0.352196227531
mutant1150	0.000375195451367	0.251622075634	0.317898037987
mutant1151	0.000521904319182	-0.298574011475	0.0700145918656
mutant1152	0.000964359331256	-1.48289963824	0.0564260448799
mutant1153	0.000686313150653	-0.167089146211	0.128039208837
mutant1154	0.0006237595379	-0.823813443015	0.289265923337
mutant1155	0.00063870815938	-0.793576684762	0.222318409815
mutant1156	0.000527864454623	-0.515832385932	0.254444289344
mutant1157	0.000306703141491	-1.13236092311	0.121026581436
mutant1158	0.00110220992842	-1.13828773521	0.387896281837
mutant1159	0.000426659255047	0.493677575798	0.220272897112
mutant116	0.00104409311413	-1.03296071693	0.213268327928
mutant1160	0.00046592164278	-0.135182251227	0.149189660604
mutant1161	0.000474895366955	0.348119701097	0.0501064161341
mutant1162	0.000206799818865	-1.00050255368	0.194079120808
mutant1163	0.000802833094561	-1.3306188251	0.145157957394
mutant1164	0.000579590720769	0.719950038036	0.268370000977
mutant1165	0.000261462791715	-0.141748649794	0.135862461765
mutant1166	0.000979906942424	-0.738138103887	0.394753886276
mutant1167	0.00020524335961	-0.766620367377	0.349570926289
mutant1168	0.000231059432366	-0.560758959651	0.291395242723
mutant1169	0.000408271420256	-1.30711892472	0.10434027052
mutant117	0.000537043187347	-0.799588262291	0.323980776599
mutant1170	0.000882833439021	-1.01254043716	0.0896478912307
mutant1171	0.000766900261771	0.62940628465	0.148187054862
mutant1172	0.000600458513235	0.481820790552	0.307327586968
mutant1173	0.000506633048308	0.743194536099	0.357369835315
mutant1174	0.00029029834124	-0.0110506181304	0.101184835701
mutant1175	0.000968351705643	-0.272927005949	0.273047290847
mutant1176	0.000940645907559	-0.376949653219	0.113301576798
mutant1177	0.000732887142907	0.51601565311	0.134683468816
mutant1178	0.000782366392417	-0.808574557516	0.319257752157
mutant1179	0.000202495724891	-1.16682103658	0.178503231546
mutant118	0.000831160766446	-0.154292865856	0.171200713471
mutant1180	0.00047294208088	0.464787550342	0.381793430031
mutant1181	0.000534889505675	-0.52000066213	0.15587797217
mutant1182	0.00111081408716	-1.39844955345	0.275660031516
mutant1183	0.000221373575031	0.87349484085	0.14175120483
mutant1184	0.000253555862262	-1.21633032752	0.246489051699
mutant1185	0.000642960134455	-0.653135690845	0.285031861471
mutant1186	0.000590492261739	0.653582072083	0.181943951807
mutant1187	0.000725313341676	-0.422841843205	0.168155630265
mutant1188	0.000211365812578	-1.2035390923	0.150843327753
mutant1189	0.000472214640525	-0.356442290258	0.0572734511509
mutant119	0.000827457716892	-0.290654804575	0.229228026292
mutant1190	0.000207087652878	-0.64705257591	0.315624957543
mutant1191	0.000639759095711	0.881548102878	0.306424132153
mutant1192	0.000494222374835	-0.404698447453	0.258222564756
mutant1193	0.00106082663051	0.255055099141	0.135069836323
mutant1194	0.0006498573839	-0.886363042643	0.339937585975
mutant1195	0.000517243942796	-0.165743024679	0.216268103014
mutant1196	0.000422691887397	-1.09294352199	0.240084420655
mutant1197	0.000814383618316	0.107878826047	0.255620599875
mutant1198	0.000752320182548	-0.0948421663995	0.267104330187
mutant1199	0.000908472234343	-1.11792375649	0.385489252557
mutant12	0.00099806231324	0.169803230149	0.343882120814
mutant120	0.000413582446976	-1.43248613922	0.34241441165
mutant1200	0.000683585279355	-0.494927442715	0.112349248809
mutant1201	0.000536994323522	-0.258750388872	0.161948936593
mutant1202	0.000597588091052	0.124427557461	0.151323652726
mutant1203	0.000812674663766	-0.329916028963	0.103922001948
mutant1204	0.00060209079666	-0.892328473124	0.123613400397
mutant1205	0.000980774627756	-0.0715387231654	0.224658428568
mutant1206	0.000829635553038	-0.262374036077	0.312335980802
mutant1207	0.000414096508509	-0.362497625041	0.0566720308261
mutant1208	0.000851916580614	-0.252211187098	0.104251500444
mutant1209	0.000871183176494	-0.185237431645	0.285785964105
mutant121	0.000972325082002	-0.439133927928	0.212687338487
mutant1210	0.000409176211699	-0.434756084929	0.309059833334
mutant1211	0.00031363367999	0.545993748627	0.0861754271747
mutant1212	0.000222330245062	-0.885343136501	0.111311525298
mutant1213	0.000864607539894	0.84124790047	0.263912959846
mutant1214	0.000197228800035	-0.574083223837	0.391116799625
mutant1215	0.000529994070846	-1.28743844812	0.185258214556
mutant1216	0.000956773243978	-0.952321071275	0.209513384574
mutant1217	0.000554173634614	-0.819238291701	0.227576110175
mutant1218	0.00111811773636	0.519023855846	0.326293017151
mutant1219	0.000339652969892	0.547776606923	0.326884789117
mutant122	0.000907949728655	-1.14035860443	0.320858998988
mutant1220	0.000642047460162	-0.262044173655	0.0716913352013
mutant1221	0.000676357980754	-0.449170258641	0.0857534383475
mutant1222	0.000708825832042	-0.755525517554	0.198208771852
mutant1223	0.000389797356837	-0.834049164627	0.236273100404
mutant1224	0.000870845526	0.505784007983	0.138023194047
mutant1225	0.000227335908935	-0.741709014759	0.290392619046
mutant1226	0.00024028160729	0.414897017912	0.0753292855371
mutant1227	0.000637586659395	0.295841088614	0.173159956832
mutant1228	0.00109872943457	-1.36528235655	0.132820401671
mutant1229	0.000792495905658	-0.248719807788	0.335785622754
mutant123	0.000285826573342	-0.40692446424	0.195963735864
mutant1230	0.000542652406328	0.672332803874	0.0829562687155
mutant1231	0.000258639985769	0.625027365034	0.37787592218
mutant1232	0.00020831349154	-0.550957150776	0.0945418559126
mutant1233	0.000243052517683	-0.870972263952	0.143871595431
mutant1234	0.000645046198084	0.824558252168	0.228257992754
mutant1235	0.00075250540864	-1.02466629684	0.0865796143683
mutant1236	0.000949590920949	-0.752808173701	0.235067884627
mutant1237	0.00070994895373	-0.168865456711	0.319304062083
mutant1238	0.000351974472555	-1.10811982724	0.0871186796423
mutant1239	0.000540938703415	-0.619920116863	0.138950654834
mutant124	0.000940194540641	-0.274052526083	0.177881744448
mutant1240	0.000599396886054	0.355562883689	0.334769889163
mutant1241	0.000556326887378	-0.0736061343305	0.30428411055
mutant1242	0.000310512697479	-0.145487835111	0.300569928286
mutant1243	0.000956408897177	0.693574573908	0.117840972703
mutant1244	0.000949979958685	-0.262427613526	0.0620165820164
mutant1245	0.000282088768212	-0.634821276162	0.203000272293
mutant1246	0.000402041028406	-1.03485219531	0.165606340146
mutant1247	0.00103272039271	-1.07067577552	0.177522461483
mutant1248	0.000677259975444	-1.47727919223	0.0617394550452
mutant1249	0.000853718429199	0.697904199744	0.28977978256
mutant125	0.000670916164022	-1.05784586273	0.313807273542
mutant1250	0.000825349087621	-0.248880225912	0.34901370606
mutant1251	0.000850167721151	0.570955738929	0.360535049676
mutant1252	0.00103421498353	-1.31301462619	0.208931360912
mutant1253	0.000527920841309	-0.0213911365614	0.201027803674
mutant1254	0.00021215324919	-0.631845133343	0.122765570052
mutant1255	0.000392511797171	0.512141757047	0.227301967371
mutant1256	0.000719601731045	-1.15570963535	0.333119666253
mutant1257	0.000646015533409	-1.37484131301	0.0877859771941
mutant1258	0.00022029494157	0.85989026111	0.308801793453
mutant1259	0.000818292427004	0.089498622546	0.25826587063
mutant126	0.00103275166019	-1.44802725736	0.282279467168
mutant1260	0.000919203113441	0.820331063154	0.234585714047
mutant1261	0.000806008245415	-0.283306128402	0.357172055724
mutant1262	0.000968534558775	0.193912699065	0.114879080514
mutant1263	0.000544849386478	0.014163353445	0.388615909654
mutant1264	0.000452706597888	0.0341860702579	0.308743038959
mutant1265	0.00036501780563	-0.959606230144	0.366690559468
mutant1266	0.000720909743208	0.540477477715	0.343207495801
mutant1267	0.000787129722989	-1.18174273998	0.193648443196
mutant1268	0.000714240780208	-0.633324557313	0.342076838753
mutant1269	0.000252843836985	-0.272934519627	0.279486848508
mutant127	0.00031101876893	-1.13039959934	0.22127667434
mutant1270	0.000709212874627	-1.39249887624	0.215585661706
mutant1271	0.000563483423795	-0.796938746284	0.283737221305
mutant1272	0.000624846589394	-1.16916687307	0.193520213133
mutant1273	0.000949842498472	0.395875013672	0.261804212025
mutant1274	0.000557319688545	-1.36044956148	0.0970257027436
mutant1275	0.00115472967583	0.104616365417	0.389965182395
mutant1276	0.000356746978032	-1.31242222703	0.322352096721
mutant1277	0.000261745207999	-0.519979689185	0.216140989931
mutant1278	0.000807463159777	0.838291223406	0.318137521079
mutant1279	0.000196729434044	0.421030089395	0.388067857787
mutant128	0.00073112632391	-1.17376978848	0.260721088952
mutant1280	0.000502887770105	0.546324232874	0.119165137278
mutant1281	0.000380306177473	0.867269363057	0.0571118360887
mutant1282	0.00112898806845	-0.897938037759	0.224631291481
mutant1283	0.000295709802956	0.0291119807866	0.0938064824901
mutant1284	0.000969969171138	-1.18702054967	0.0869943686303
mutant1285	0.000936043892697	0.55286607979	0.0638017924271
mutant1286	0.000460121034665	-0.718103228978	0.135290391866
mutant1287	0.000291651006795	0.529936275496	0.0735974443233
mutant1288	0.000856397686752	-0.865067225753	0.150199687559
mutant1289	0.00107350794442	-0.794761499217	0.126283746816
mutant129	0.000768669339773	0.292961874185	0.379843222761
mutant1290	0.00114320559962	-1.16181998593	0.056605621415
mutant1291	0.000570590153716	-1.0833056199	0.255792338752
mutant1292	0.000830842938054	-0.803002618026	0.359092940905
mutant1293	0.000556563151754	-0.375940574406	0.20821448102
mutant1294	0.000413902573785	-1.49103212052	0.276426856516
mutant1295	0.000635402941713	-0.658115792178	0.277563779627
mutant1296	0.000739992687944	0.338674670829	0.201022440678
mutant1297	0.000234127224622	-0.689945684891	0.376910446061
mutant1298	0.000362209587267	-0.920213076131	0.310059843856
mutant1299	0.000975619960149	-1.33449387517	0.144422244832
mutant13	0.000830124450056	0.507895290443	0.326738836673
mutant130	0.00105617732913	-0.361069513779	0.114253520519
mutant1300	0.000611197304227	-0.835892294702	0.222719888549
mutant1301	0.000447412737334	-1.45973321584	0.314911449959
mutant1302	0.000286173000534	0.838117830802	0.25594636145
mutant1303	0.000428932780896	-0.625179322622	0.349952503422
mutant1304	0.00061208374146	-1.04380451319	0.29431993066
mutant1305	0.000670394665795	0.551842023771	0.157333374718
mutant1306	0.000364634533223	0.444721733186	0.119266618165
mutant1307	0.000939647980136	-0.494367571458	0.116414611617
mutant1308	0.000818899878771	-0.641630949642	0.224938171411
mutant1309	0.000220493895832	-0.628613468181	0.3275931066
mutant131	0.000945780057308	-1.34945916151	0.116619774717
mutant1310	0.000602161955533	0.753462260777	0.070187008506
mutant1311	0.000213827467445	0.433307605254	0.368754366056
mutant1312	0.00044745304308	0.176127082924	0.065242014247
mutant1313	0.000328291452578	-0.5568338773	0.396089363353
mutant1314	0.000806294201253	-1.1916877128	0.211387182243
mutant1315	0.00103796067222	-0.12527810966	0.133940063119
mutant1316	0.000921740843667	0.184135732599	0.24465765351
mutant1317	0.00115028898129	-1.02825677981	0.328572574454
mutant1318	0.000729131559967	0.542857712754	0.300655243183
mutant1319	0.000988909971279	0.268202243415	0.0839699720913
mutant132	0.000428763602422	-0.268916077604	0.11985077615
mutant1320	0.0010382930599	-0.00353418567157	0.358269007011
mutant1321	0.000443000509962	0.374404165179	0.0954658517443
mutant1322	0.00108345282013	-0.568922754754	0.286146007411
mutant1323	0.000903336988002	0.68758384611	0.342970759522
mutant1324	0.000997509030108	-1.25453985444	0.371544382472
mutant1325	0.000457256104208	-1.40112522985	0.191319431764
mutant1326	0.000574695094788	-0.959543694092	0.323696528585
mutant1327	0.00101854421592	-0.564032061325	0.385053712575
mutant1328	0.000596950516091	-0.233617622939	0.396116659141
mutant1329	0.0011075368837	-0.170798240546	0.075949195863
mutant133	0.000808804375614	-0.271176599543	0.345102210595
mutant1330	0.000843965805442	-0.782682153522	0.364763098941
mutant1331	0.000905697962138	-0.972424407648	0.298784435431
mutant1332	0.000842387994849	-0.843895258804	0.197352912527
mutant1333	0.00114483934916	-0.294478742114	0.228759896197
mutant1334	0.000408172933702	-1.34577572744	0.234670396679
mutant1335	0.000864689805224	-1.49420305131	0.263499733791
mutant1336	0.000628556178929	-1.43789613333	0.354070517749
mutant1337	0.000501958169723	-1.31437664639	0.105280673228
mutant1338	0.000769467563829	0.00865363198209	0.310197494924
mutant1339	0.000922684197455	0.815524835043	0.346072302302
mutant134	0.000642025984472	-0.819620344734	0.32371827989
mutant1340	0.000505514691385	-1.15380221147	0.0973236469231
mutant1341	0.000786792949625	-1.01510264895	0.349319971963
mutant1342	0.000676058772581	-1.23406535922	0.272999447305
mutant1343	0.000704809241125	0.34964873638	0.208753568312
mutant1344	0.000284836629239	-0.125808657686	0.0694347219575
mutant1345	0.000846363842681	0.113023740276	0.074053387305
mutant1346	0.000751925483334	-0.302695624933	0.162927020515
mutant1347	0.000475788382741	-0.386884826227	0.235449398636
mutant1348	0.000874942575955	0.436006618664	0.398782321204
mutant1349	0.000247000927271	-1.10394344602	0.250553726191
mutant135	0.00105603414481	-0.804330104178	0.225481877563
mutant1350	0.000730068373831	-0.415308474733	0.30755864396
mutant1351	0.00105677583242	-1.45253626139	0.101767742881
mutant1352	0.000806785100778	0.679466742119	0.167053617124
mutant1353	0.000500876798105	0.452550585795	0.136202262732
mutant1354	0.000227237911152	-1.44948102181	0.216385043295
mutant1355	0.000644314925838	-0.598046269488	0.181047793507
mutant1356	0.000696898010889	0.521352943906	0.0899198131314
mutant1357	0.000716246987765	0.876275503849	0.229356794975
mutant1358	0.000466742423587	0.0976341156321	0.112347676561
mutant1359	0.000740091799629	-0.438825199689	0.266787031345
mutant136	0.000645980812845	0.0503003283589	0.353661145402
mutant1360	0.000992470745513	0.174168590421	0.394203376042
mutant1361	0.000735290710129	-0.162998025395	0.323674511577
mutant1362	0.000200870506179	0.422457801967	0.180559045475
mutant1363	0.00102735248142	0.291602160947	0.0878869172636
mutant1364	0.000885812948365	0.84759865221	0.0823825332059
mutant1365	0.00101936628509	0.412123577015	0.176753645819
mutant1366	0.000794100027943	0.33879686225	0.379843615151
mutant1367	0.000726349560613	0.898897692248	0.385675444403
mutant1368	0.000553835445908	0.1195767555	0.107541141212
mutant1369	0.000837481963173	-1.1334623656	0.12970167906
mutant137	0.000549560772316	-0.333905900533	0.267730700364
mutant1370	0.000238170655233	-0.140358462472	0.370261880556
mutant1371	0.000591864857261	0.471429127757	0.270182657092
mutant1372	0.00036686317968	0.494403156586	0.0888538388561
mutant1373	0.000697369992321	-0.612697653533	0.130018308077
mutant1374	0.000453880700847	0.179920928906	0.0665292518214
mutant1375	0.000767323667386	-1.2303936438	0.15184704193
mutant1376	0.000859002316418	0.161738275379	0.359980657441
mutant1377	0.000723369995048	-0.780481069733	0.230513383587
mutant1378	0.00106857142672	-1.20062844776	0.329940677281
mutant1379	0.000951487350479	0.636241732285	0.140598543543
mutant138	0.000557956842107	0.470637174306	0.38159694746
mutant1380	0.00098845470877	0.702952177805	0.234544983903
mutant1381	0.000661135444574	-1.37851703881	0.233546333869
mutant1382	0.00021328646949	0.775898336316	0.398454241735
mutant1383	0.00109885595728	0.010965709509	0.286011111511
mutant1384	0.00043332755849	-0.770999204115	0.292046626698
mutant1385	0.00098812037821	-0.0217830312917	0.313000326022
mutant1386	0.0010632171589	0.163827691249	0.392937334364
mutant1387	0.000796337306007	-1.20908720208	0.312989845703
mutant1388	0.00115826998907	-0.557917047717	0.231361815647
mutant1389	0.00042216715902	-1.09120923448	0.195212036719
mutant139	0.000549518014741	0.660625857463	0.265791595718
mutant1390	0.000718422455574	-0.239523772951	0.263633188596
mutant1391	0.000291094765406	-0.137450616418	0.329369753255
mutant1392	0.00083284288831	-0.710127633632	0.05015958879
mutant1393	0.000511339754641	0.079504398521	0.153334014561
mutant1394	0.000362327969708	-0.755780940362	0.200145309175
mutant1395	0.00115279635591	-0.61653163455	0.345852346048
mutant1396	0.000271811438778	-0.140310610533	0.377398147424
mutant1397	0.000692855934099	-0.0208756270448	0.176071900952
mutant1398	0.00040944610257	0.70738154605	0.246042632196
mutant1399	0.00107149532598	0.400510357851	0.24208168503
mutant14	0.000452371462461	-1.47757564607	0.124287710908
mutant140	0.000861036777108	-1.3346588713	0.119405487924
mutant1400	0.000202410503642	0.717802518433	0.17011293036
mutant1401	0.000267744095017	0.0932027981394	0.195582824582
mutant1402	0.000481199237513	-0.415827644679	0.309524661407
mutant1403	0.00114439130789	-1.25704467856	0.14384776849
mutant1404	0.00106649396313	-1.13342720564	0.348041353598
mutant1405	0.000472074908372	-1.33295381214	0.0533509250413
mutant1406	0.000764965208276	0.0421648932171	0.186024080683
mutant1407	0.000300292777233	-0.23721113472	0.364163763007
mutant1408	0.00105556403531	-0.853335979796	0.2257483711
mutant1409	0.000400956432268	-0.55594964231	0.321341714443
mutant141	0.00101270475959	0.682365080368	0.385629060091
mutant1410	0.000801549301518	0.0891336696912	0.153429168718
mutant1411	0.00068259207314	0.0100303116388	0.14683494243
mutant1412	0.000954025894734	-0.101759883178	0.392494418562
mutant1413	0.000538690830535	-0.545324952962	0.269235360614
mutant1414	0.000633517649966	0.121100899953	0.398654470279
mutant1415	0.000671584054161	-1.32258363389	0.0635183848664
mutant1416	0.00103997176303	-1.08830490836	0.105202178116
mutant1417	0.000604181937137	-0.0259633386359	0.201418333212
mutant1418	0.000275569446607	-1.42276979975	0.240274341039
mutant1419	0.000367259987745	-0.384421413311	0.373305935836
mutant142	0.000434428107181	-1.31200042044	0.110902295457
mutant1420	0.000483482385828	-0.479367108577	0.327289633828
mutant1421	0.000237346174843	-0.916867202449	0.338463518805
mutant1422	0.000435022360611	0.57529951359	0.234320437552
mutant1423	0.000258058046131	0.5118951614	0.0550819896298
mutant1424	0.000825378707183	0.808305101177	0.381093444951
mutant1425	0.000991192477589	-1.35718086795	0.0565967365402
mutant1426	0.000683817445118	-0.068567149382	0.0907716115924
mutant1427	0.000976132073967	0.444881013474	0.112249840074
mutant1428	0.000354498377275	0.404867178523	0.302616468606
mutant1429	0.000253049619422	-0.559424803471	0.307593737389
mutant143	0.00103455817223	0.36564946898	0.119626918072
mutant1430	0.000883460070183	-0.743690764322	0.349159675607
mutant1431	0.000377899230805	-0.333833720001	0.104699942671
mutant1432	0.000386733809901	0.445435691379	0.138363759778
mutant1433	0.00108373948288	-0.413424693661	0.065588298149
mutant1434	0.00102122429461	-0.11084931872	0.348012515735
